keyword,sentiment,sw,,,,,,,,,,
well planned,Positive,0.643564356,,,,,,,,,,
well prepared,Positive,0.510067114,,,,,,,,,,
well presented,Positive,0.374199451,,,,,,,,,,
well priced,Positive,0.413705584,,,,,,,,,,
well proportioned,Positive,0.475,,,,,,,,,,
well recommended,Positive,0.75,,,,,,,,,,
well run,Positive,0.575562701,,,,,,,,,,
well served,Positive,0.403225806,,,,,,,,,,
well serviced,Positive,0.380952381,,,,,,,,,,
well set,Positive,0.6,,,,,,,,,,
well sized,Positive,0.485380117,,,,,,,,,,
well soundproofed,Positive,0.448818898,,,,,,,,,,
well stocked,Positive,0.533285612,,,,,,,,,,
well taken,Positive,0.642105263,,,,,,,,,,
well thought,Positive,0.651982379,,,,,,,,,,
well trained,Positive,0.513178295,,,,,,,,,,
well worn,Negetive,-0.808219178,,,,,,,,,,
well worth,Positive,0.733612273,,,,,,,,,,
well-appointed,Positive,0.642857143,,,,,,,,,,
well-designed,Positive,0.632,,,,,,,,,,
well-equipped,Positive,0.45412844,,,,,,,,,,
well-maintained,Positive,0.510729614,,,,,,,,,,
well-run,Positive,0.488372093,,,,,,,,,,
well-stocked,Positive,0.604790419,,,,,,,,,,
went downhill,Negetive,-0.939759036,,,,,,,,,,
went wrong,Negetive,-0.711627907,,,,,,,,,,
wet towels,Negetive,-0.664739884,,,,,,,,,,
wholeheartedly,Positive,0.569230769,,,,,,,,,,
wide choice,Positive,0.593380615,,,,,,,,,,
wide variety,Positive,0.525735294,,,,,,,,,,
without bumping,Negetive,-0.703703704,,,,,,,,,,
without knocking,Negetive,-0.846153846,,,,,,,,,,
without warning,Negetive,-0.851851852,,,,,,,,,,
wobbly,Negetive,-0.759450172,,,,,,,,,,
woeful,Negetive,-0.796610169,,,,,,,,,,
woefully,Negetive,-0.841584158,,,,,,,,,,
wonderful,Positive,0.707179822,,,,,,,,,,
wonderful !,Positive,0.752808989,,,,,,,,,,
wonderful afternoon,Positive,0.833333333,,,,,,,,,,
wonderful breakfast,Positive,0.823788546,,,,,,,,,,
wonderful experience,Positive,0.88997555,,,,,,,,,,
wonderful food,Positive,0.801980198,,,,,,,,,,
wonderful hotel,Positive,0.876767677,,,,,,,,,,
wonderful location,Positive,0.357142857,,,,,,,,,,
wonderful nights,Positive,0.867924528,,,,,,,,,,
wonderful numbertag,Positive,0.696,,,,,,,,,,
wonderful place,Positive,0.807692308,,,,,,,,,,
wonderful restaurants,Positive,0.643564356,,,,,,,,,,
wonderful room,Positive,0.699346405,,,,,,,,,,
wonderful service,Positive,0.832727273,,,,,,,,,,
wonderful staff,Positive,0.827751196,,,,,,,,,,
wonderful stay,Positive,0.919391635,,,,,,,,,,
wonderful surprise,Positive,0.847619048,,,,,,,,,,
wonderful time,Positive,0.772631579,,,,,,,,,,
wonderful view,Positive,0.522267206,,,,,,,,,,
wonderful views,Positive,0.628742515,,,,,,,,,,
wonderful weekend,Positive,0.801526718,,,,,,,,,,
wonderfull,Positive,0.652694611,,,,,,,,,,
wonderfully,Positive,0.728783902,,,,,,,,,,
wonderfully comfortable,Positive,0.82300885,,,,,,,,,,
wonky,Negetive,-0.664864865,,,,,,,,,,
worked great,Positive,0.303921569,,,,,,,,,,
worked perfectly,Positive,0.520891365,,,,,,,,,,
worn,Negetive,-0.791208791,,,,,,,,,,
worn carpet,Negetive,-0.954022989,,,,,,,,,,
worn carpets,Negetive,-0.849056604,,,,,,,,,,
worn-out,Negetive,-0.831325301,,,,,,,,,,
worse,Negetive,-0.821900161,,,,,,,,,,
worse !,Negetive,-0.855555556,,,,,,,,,,
worse hotel,Negetive,-0.960264901,,,,,,,,,,
worse places,Negetive,-0.75,,,,,,,,,,
worse still,Negetive,-0.912087912,,,,,,,,,,
worst,Negetive,-0.934749621,,,,,,,,,,
worst !,Negetive,-0.849462366,,,,,,,,,,
worst breakfast,Negetive,-0.904,,,,,,,,,,
worst customer,Negetive,-0.985294118,,,,,,,,,,
worst enemy,Negetive,-0.98757764,,,,,,,,,,
worst ever,Negetive,-0.97037037,,,,,,,,,,
worst experience,Negetive,-0.980424144,,,,,,,,,,
worst hilton,Negetive,-1,,,,,,,,,,
worst hostel,Negetive,-1,,,,,,,,,,
worst hotel,Negetive,-0.994851995,,,,,,,,,,
worst hotels,Negetive,-0.983471074,,,,,,,,,,
worst night,Negetive,-0.962616822,,,,,,,,,,
worst nights,Negetive,-0.970731707,,,,,,,,,,
worst one,Negetive,-0.979591837,,,,,,,,,,
worst part,Negetive,-0.910014514,,,,,,,,,,
worst place,Negetive,-0.984962406,,,,,,,,,,
worst room,Negetive,-0.953333333,,,,,,,,,,
worst rooms,Negetive,-0.88,,,,,,,,,,
worst service,Negetive,-0.926470588,,,,,,,,,,
worst stay,Negetive,-0.980582524,,,,,,,,,,
worst thing,Negetive,-0.897810219,,,,,,,,,,
worth cost,Positive,0.439252336,,,,,,,,,,
worth extra,Positive,0.341067285,,,,,,,,,,
worth stay,Positive,0.563492063,,,,,,,,,,
worth visit,Positive,0.611526147,,,,,,,,,,
would avoid,Negetive,-0.779487179,,,,,,,,,,
would fix,Negetive,-0.824,,,,,,,,,,
would hate,Negetive,-0.821052632,,,,,,,,,,
would love,Positive,0.648771611,,,,,,,,,,
would negtag_advise,Negetive,-0.857142857,,,,,,,,,,
would negtag_allow,Negetive,-0.762376238,,,,,,,,,,
would negtag_book,Negetive,-0.825726141,,,,,,,,,,
would negtag_choose,Negetive,-0.851239669,,,,,,,,,,
would negtag_close,Negetive,-0.855769231,,,,,,,,,,
would negtag_come,Negetive,-0.924324324,,,,,,,,,,
would negtag_even,Negetive,-0.870967742,,,,,,,,,,
would negtag_fit,Negetive,-0.784313725,,,,,,,,,,
would negtag_give,Negetive,-0.884057971,,,,,,,,,,
would negtag_go,Negetive,-0.846153846,,,,,,,,,,
would negtag_like,Negetive,-0.733333333,,,,,,,,,,
would negtag_reccomend,Negetive,-0.930232558,,,,,,,,,,
would negtag_recommend,Negetive,-0.920615232,,,,,,,,,,
would negtag_return,Negetive,-0.944363104,,,,,,,,,,
would negtag_stay,Negetive,-0.897243778,,,,,,,,,,
would recomend,Positive,0.485380117,,,,,,,,,,
would recommend,Positive,0.466284075,,,,,,,,,,
wrapper,Negetive,-0.833333333,,,,,,,,,,
wrappers,Negetive,-0.886363636,,,,,,,,,,
wrong information,Negetive,-0.786407767,,,,,,,,,,
wrong room,Negetive,-0.799607073,,,,,,,,,,
wrongly,Negetive,-0.78343949,,,,,,,,,,
yelled,Negetive,-0.872611465,,,,,,,,,,
yelling,Negetive,-0.901298701,,,,,,,,,,
yuck,Negetive,-0.788944724,,,,,,,,,,
yuck !,Negetive,-0.87654321,,,,,,,,,,
yuk,Negetive,-0.826415094,,,,,,,,,,
yuk !,Negetive,-0.828125,,,,,,,,,,
yum,Positive,0.677777778,,,,,,,,,,
yum !,Positive,0.654320988,,,,,,,,,,
yummy,Positive,0.701211306,,,,,,,,,,
yummy !,Positive,0.580952381,,,,,,,,,,
